ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1673602,25.16%,156049
コーヒー,1382808,20.79%,96248
水・炭酸水,1230010,18.49%,30000
炭酸飲料,821911,12.36%,29723
野菜・果実飲料,704282,10.59%,30000
お酢飲料,193625,2.91%,10383
スポーツドリンク,155477,2.34%,13309
植物性ミルク,122849,1.85%,11600
その他,99019,1.49%,10122
乳酸菌飲料,95045,1.43%,8639
甘酒,62259,0.94%,7044
希釈用ドリンク,30390,0.46%,4138
ゼリー飲料,28800,0.43%,3903
牛乳,20470,0.31%,2836
ココア・チョコレートドリンク,11130,0.17%,2983
スムージー,11105,0.17%,1198
フルーツ入り乳飲料,3523,0.05%,536
生姜湯,3132,0.05%,447
柚子茶,2295,0.03%,210
