ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,470098,27.50%,11115
入浴剤,386326,22.60%,29810
バスマット,107405,6.28%,9618
その他,106282,6.22%,10573
ソープボトル・シャンプーボトル,102281,5.98%,8531
整理棚・ラック,96380,5.64%,9255
風呂ふた,89924,5.26%,5034
椅子,61858,3.62%,4703
タオルハンガー,54097,3.16%,5822
自動ソープディスペンサー,52575,3.08%,2211
ボディタオル,42787,2.50%,6201
サウナハット,24740,1.45%,2026
バス保温器,24245,1.42%,440
浴槽・浴室内マット,19291,1.13%,1870
洗面器・風呂桶,16822,0.98%,2581
ボディスポンジ,10911,0.64%,1939
石けんケース・石けん台,9794,0.57%,2575
シャワーヘッドホルダー・シャワーフック,8520,0.50%,1329
ボディブラシ,7054,0.41%,1235
セット,6588,0.39%,657
シャワーカーテン,4583,0.27%,1073
バスピロー,2819,0.16%,453
泡立てネット,1553,0.09%,438
バスブーツ,1528,0.09%,244
軽石,842,0.05%,297
