ジャンル名,売上指数（千円）,シェア,商品ランク入り数
盆提灯,255516,40.23%,11188
仏壇,139349,21.94%,2297
りん,67552,10.63%,1555
その他,52320,8.24%,6275
具足・仏具セット,26263,4.13%,1672
位牌,25102,3.95%,1362
骨壷,9895,1.56%,987
経机,9874,1.55%,638
仏像,9211,1.45%,435
仏花,7761,1.22%,1066
掛軸,7058,1.11%,801
花立,4837,0.76%,760
香炉,4465,0.70%,733
具足,3996,0.63%,450
線香立,3186,0.50%,885
香炉灰・香炉石,1568,0.25%,567
仏具用お手入れ用品,1311,0.21%,409
香道具,1223,0.19%,263
香立て,1186,0.19%,177
木魚,1005,0.16%,136
骨袋,932,0.15%,238
経本,906,0.14%,319
線香着火器,546,0.09%,188
水晶玉,151,0.02%,101
