ジャンル名,売上指数（千円）,シェア,商品ランク入り数
モッツァレラ,5954,46.38%,751
クリームチーズ,4201,32.72%,676
その他,1058,8.24%,190
マスカルポーネ,747,5.82%,167
リコッタ,552,4.30%,91
カッテージチーズ,266,2.07%,43
フロマージュブラン,57,0.44%,17
ブルサン,3,0.02%,3
