ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,315670,21.66%,9192
入浴剤,301155,20.67%,26766
整理棚・ラック,110761,7.60%,9434
その他,109436,7.51%,10410
ソープボトル・シャンプーボトル,102995,7.07%,7734
バスマット,96563,6.63%,9243
自動ソープディスペンサー,73273,5.03%,2516
風呂ふた,66728,4.58%,3509
椅子,66303,4.55%,4894
タオルハンガー,53334,3.66%,6264
ボディタオル,25466,1.75%,6190
サウナハット,21326,1.46%,1920
浴槽・浴室内マット,19749,1.36%,2054
ボディブラシ,18012,1.24%,1720
石けんケース・石けん台,14661,1.01%,3063
洗面器・風呂桶,11892,0.82%,2342
バス保温器,11061,0.76%,352
ボディスポンジ,9760,0.67%,1874
シャワーヘッドホルダー・シャワーフック,9231,0.63%,1507
セット,9161,0.63%,788
シャワーカーテン,5417,0.37%,1121
バスピロー,2580,0.18%,547
泡立てネット,1106,0.08%,433
バスブーツ,963,0.07%,265
軽石,589,0.04%,215
