ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,1584831,22.35%,36873
その他,1347474,19.00%,30000
植物性エキス,659102,9.29%,48444
ビタミン,647821,9.14%,38780
ファイトケミカル,562491,7.93%,14884
アミノ酸,484943,6.84%,23984
ミネラル,303463,4.28%,24821
プロバイオティクス,248953,3.51%,11952
脂肪酸・オイル,205085,2.89%,11173
コラーゲン,198790,2.80%,11300
酵素,188935,2.66%,11255
食物繊維,114267,1.61%,6550
プラセンタ,86425,1.22%,4122
グルコサミン・コンドロイチン,85783,1.21%,4617
ビタミン・ミネラル混合,79505,1.12%,2813
動物性エキス,78498,1.11%,4290
クエン酸,40124,0.57%,3175
ラクトフェリン,34881,0.49%,1055
プロポリス,28668,0.40%,2688
ローヤルゼリー,26418,0.37%,1315
オリゴ糖,24425,0.34%,2299
ヒアルロン酸,20016,0.28%,1546
動植物性混合エキス,17635,0.25%,1202
ミドリムシ,17116,0.24%,939
核酸,5427,0.08%,433
