ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,453256,38.89%,10295
入浴剤,151852,13.03%,25267
その他,78497,6.73%,11374
バスマット,73112,6.27%,9938
整理棚・ラック,71630,6.15%,8444
ソープボトル・シャンプーボトル,71052,6.10%,8626
椅子,52220,4.48%,5112
風呂ふた,45424,3.90%,3860
自動ソープディスペンサー,39090,3.35%,2055
タオルハンガー,33466,2.87%,5119
ボディタオル,15554,1.33%,6057
洗面器・風呂桶,13616,1.17%,2526
サウナハット,13035,1.12%,979
バス保温器,8155,0.70%,222
石けんケース・石けん台,8124,0.70%,2877
セット,8115,0.70%,848
浴槽・浴室内マット,7986,0.69%,1393
ボディスポンジ,7486,0.64%,1962
ボディブラシ,5188,0.45%,1730
シャワーカーテン,3225,0.28%,988
シャワーヘッドホルダー・シャワーフック,2819,0.24%,658
バスピロー,969,0.08%,286
バスブーツ,685,0.06%,198
泡立てネット,495,0.04%,298
軽石,481,0.04%,298
