ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,16120,36.65%,1633
ハモ,3795,8.63%,403
カレイ,3673,8.35%,511
アユ,3277,7.45%,671
ナマコ,3199,7.27%,160
サメ,1767,4.02%,193
エイ,1624,3.69%,361
カンパチ,1153,2.62%,117
ノドグロ,972,2.21%,170
ヒラメ,940,2.14%,176
ニシン,900,2.05%,312
クラゲ,823,1.87%,245
イワナ,819,1.86%,64
サワラ,791,1.80%,111
カワハギ,710,1.61%,224
トビウオ,641,1.46%,178
マス,436,0.99%,86
クエ,353,0.80%,38
アカメ・メヒカリ,328,0.75%,66
キス,286,0.65%,98
ハタハタ,239,0.54%,54
カジキ,225,0.51%,59
コイ,203,0.46%,63
タチウオ,164,0.37%,38
アンコウ,139,0.32%,45
スズキ,94,0.21%,10
カマス,65,0.15%,35
オコゼ,64,0.15%,18
カサゴ,45,0.10%,17
コチ,35,0.08%,13
イサキ,30,0.07%,14
ヤマメ,25,0.06%,5
メバル,22,0.05%,9
アイナメ,16,0.04%,3
サヨリ,10,0.02%,4
アラ,3,0.01%,2
