ジャンル名,売上指数（千円）,シェア,商品ランク入り数
スパゲティー,33887,61.59%,5012
スパゲッティーニ,8601,15.63%,1020
リングイネ,7200,13.09%,289
フェットチーネ,1803,3.28%,402
その他,1761,3.20%,560
フェデレリーニ,1556,2.83%,157
カッペリーニ,190,0.34%,185
ブカティーニ,25,0.05%,97
