ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,2002761,26.03%,36759
その他,1432422,18.62%,27000
ビタミン,690880,8.98%,35886
植物性エキス,680317,8.84%,43483
ファイトケミカル,598777,7.78%,13585
アミノ酸,552330,7.18%,23075
ミネラル,277413,3.61%,23013
酵素,247962,3.22%,10646
プロバイオティクス,196287,2.55%,10318
脂肪酸・オイル,194061,2.52%,10227
コラーゲン,182132,2.37%,10120
プラセンタ,116736,1.52%,3617
食物繊維,92823,1.21%,6038
ビタミン・ミネラル混合,89220,1.16%,2562
グルコサミン・コンドロイチン,75978,0.99%,4203
動物性エキス,66049,0.86%,4294
クエン酸,56978,0.74%,3859
ラクトフェリン,27780,0.36%,819
オリゴ糖,21973,0.29%,1968
プロポリス,21685,0.28%,1957
ローヤルゼリー,20138,0.26%,1189
ヒアルロン酸,17032,0.22%,1317
動植物性混合エキス,14210,0.18%,1162
ミドリムシ,12644,0.16%,923
核酸,5422,0.07%,416
美容(1903削除),8,0.00%,0
スポーツ(1903削除),5,0.00%,0
