ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,10853,23.06%,640
その他,10316,21.92%,1567
おから,6717,14.27%,842
絹ごし豆腐,6376,13.55%,799
油揚げ,5603,11.90%,814
湯葉,3747,7.96%,685
ごま豆腐,2615,5.56%,476
木綿豆腐,228,0.48%,157
豆腐よう,218,0.46%,126
厚揚げ,160,0.34%,116
寄せ豆腐,127,0.27%,158
がんもどき,98,0.21%,101
巾着,14,0.03%,92
