ジャンル名,売上指数（千円）,シェア,商品ランク入り数
だし,249997,16.86%,27001
油,240525,16.22%,24864
砂糖・甘味料,102928,6.94%,15310
しお,96015,6.48%,17827
しょうゆ,87787,5.92%,21444
スパイス,79494,5.36%,24885
酢,78043,5.26%,10640
ソース・たれ,76368,5.15%,23136
セット・詰め合わせ,57396,3.87%,3542
ふりかけ,53400,3.60%,14202
みそ,50643,3.42%,15583
その他,42243,2.85%,8613
ドレッシング,38423,2.59%,10061
料理の素,30046,2.03%,9290
麹,27948,1.89%,3842
めんつゆ,26992,1.82%,7132
みりん,20680,1.39%,2913
中華調味料,17781,1.20%,5646
ミックススパイス・混合調味料,17400,1.17%,5942
ポン酢,16631,1.12%,4340
マヨネーズ,10362,0.70%,2739
アジアン・エスニック調味料,9915,0.67%,2434
韓国調味料,8327,0.56%,3069
ハーブ,7473,0.50%,3389
ケチャップ,6657,0.45%,2087
酒粕,6282,0.42%,1217
料理酒,6200,0.42%,1050
ラーメンスープ,4425,0.30%,1604
わさび,4358,0.29%,1603
からし・マスタード,3457,0.23%,1650
ラード,2564,0.17%,264
生わさび,1793,0.12%,409
