ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,21320,35.13%,1662
スッポン,15944,26.27%,1099
シジミ,12871,21.21%,1055
サメ,9835,16.20%,283
卵黄,726,1.20%,95
