ジャンル名,売上指数（千円）,シェア,商品ランク入り数
クリアケース・クリアファイル,46894,41.08%,13258
その他,21380,18.73%,6422
バインダー,12721,11.14%,4259
リングファイル,12546,10.99%,4477
ドキュメントファイル,10901,9.55%,1748
名刺ファイル,2495,2.19%,920
個別フォルダー,2157,1.89%,540
フラットファイル,2063,1.81%,1050
スクラップブック,1668,1.46%,496
インデックス,1153,1.01%,759
ハンギングフォルダー,187,0.16%,37
