ジャンル名,売上指数（千円）,シェア,商品ランク入り数
オリーブオイル,51308,28.22%,7702
こめ油,30578,16.82%,2347
ココナッツオイル,19682,10.82%,2134
その他,17160,9.44%,2827
ごま油,14477,7.96%,2592
亜麻仁油,10787,5.93%,1179
サラダ油,10249,5.64%,514
えごま油,8323,4.58%,1273
なたね油・キャノーラ油,7430,4.09%,1274
セット・詰め合わせ,3324,1.83%,531
グレープシードオイル,3150,1.73%,198
大豆油,2556,1.41%,135
トリュフオイル,609,0.33%,172
椿油,609,0.33%,117
アボカドオイル,504,0.28%,180
べに花油,342,0.19%,248
ひまわり油,275,0.15%,156
玄米油,189,0.10%,106
コーン油,142,0.08%,93
ピーナッツオイル,118,0.07%,107
マスタードオイル,20,0.01%,93
