ジャンル名,売上指数（千円）,シェア,商品ランク入り数
簡易マッサージグッズ,158567,24.97%,11750
ストレッチグッズ,104490,16.45%,4635
アイケア用品,95428,15.03%,5868
フットケア用品,71934,11.33%,5764
腰ケア用品,59105,9.31%,1903
温浴器,45685,7.19%,1047
その他,31351,4.94%,3362
岩盤浴,24282,3.82%,764
フットバス,19436,3.06%,1115
耳ツボ関連,11392,1.79%,1315
炭グッズ,3927,0.62%,193
エステユニフォーム,3518,0.55%,304
木酢液グッズ,3042,0.48%,322
気泡浴器,2137,0.34%,135
竹酢液グッズ,746,0.12%,96
光触媒グッズ,36,0.01%,3
