ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,93745,17.81%,16247
サツマイモ,87050,16.54%,7018
にんにく,67675,12.86%,5849
きのこ,43854,8.33%,5682
その他野菜,37406,7.11%,8540
セット・詰め合わせ,27876,5.30%,3214
たまねぎ,26384,5.01%,2955
生姜,23545,4.47%,1843
ジャガイモ,22582,4.29%,3165
にんじん,15230,2.89%,1674
カット野菜,13388,2.54%,1389
トマト,13055,2.48%,1998
その他,8377,1.59%,2120
ねぎ,8045,1.53%,1507
山菜,6481,1.23%,578
里芋,5043,0.96%,948
大根,4610,0.88%,729
かぼちゃ,4400,0.84%,983
ごぼう,3917,0.74%,967
とうもろこし,3650,0.69%,980
キャベツ,2204,0.42%,662
ほうれん草,2175,0.41%,693
水煮野菜,1564,0.30%,343
らっきょう,1068,0.20%,223
レタス,766,0.15%,297
白菜,755,0.14%,324
ナス,635,0.12%,278
キュウリ,426,0.08%,178
アスパラガス,345,0.07%,136
ニラ,159,0.03%,132
