ジャンル名,売上指数（千円）,シェア,商品ランク入り数
筆記具,547699,27.92%,156236
手帳・ノート・紙製品,479579,24.45%,156893
ギフトラッピング用品,121102,6.17%,66552
その他,93179,4.75%,22534
ファイル・バインダー,92635,4.72%,31126
画材,83570,4.26%,27093
写真整理用品,80297,4.09%,13627
机上収納・整理用品,76909,3.92%,16723
ラベル・ステッカー,71664,3.65%,35465
プレゼンテーション用品,67735,3.45%,8913
書道用具,43853,2.24%,11573
セロハンテープ・のり・接着剤,42133,2.15%,16503
はさみ・裁断用品,37768,1.93%,10548
ブックカバー,27642,1.41%,6417
クリップ・結束用具,16626,0.85%,8785
製図用品,14311,0.73%,6551
ホッチキス・穴あきパンチ,10659,0.54%,4136
名札,10527,0.54%,3836
紙幣計数機・コインカウンタ,9248,0.47%,344
マグネットシート,8455,0.43%,1435
マグネット,7927,0.40%,4007
画鋲・ピン,3909,0.20%,1414
製本機,3471,0.18%,679
ブックマーク・しおり,2787,0.14%,1519
チェックライター・ナンバーリング,2407,0.12%,287
下敷き,2206,0.11%,1771
紙めくり・事務用スポンジ,1998,0.10%,1434
タスキ・腕章,890,0.05%,220
レタースケール,601,0.03%,123
