ジャンル名,売上指数（千円）,シェア,商品ランク入り数
パスタソース,28755,37.90%,7316
その他,24543,32.35%,6711
焼肉のたれ,9163,12.08%,3861
お好み焼きソース,2551,3.36%,941
オイスターソース,2199,2.90%,688
焼きそばソース,1976,2.60%,585
とんかつソース,1570,2.07%,692
ウスターソース,1483,1.96%,758
中濃ソース,1452,1.91%,776
ステーキソース,1141,1.50%,485
デミグラスソース,1042,1.37%,323
