ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,67842,71.43%,30523
チャーム,19737,20.78%,22732
チェーン,4814,5.07%,3386
石座・ミール皿・フレーム,2207,2.32%,2835
プラ板,373,0.39%,263
