ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,124364,50.43%,2316
位牌,21197,8.60%,1338
その他,20035,8.12%,3416
具足・仏具セット,15834,6.42%,1205
りん,14038,5.69%,1292
骨壷,11259,4.57%,1278
仏像,9125,3.70%,534
掛軸,4280,1.74%,638
香炉,3961,1.61%,629
仏花,3489,1.41%,597
経机,3439,1.39%,301
盆提灯,2634,1.07%,261
線香立,2409,0.98%,793
花立,2158,0.88%,412
仏具用お手入れ用品,1346,0.55%,464
具足,1197,0.49%,233
香道具,1174,0.48%,291
香炉灰・香炉石,1074,0.44%,511
骨袋,1016,0.41%,307
経本,863,0.35%,383
香立て,607,0.25%,159
木魚,596,0.24%,125
線香着火器,348,0.14%,192
水晶玉,175,0.07%,124
