ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,98878,45.35%,3410
セット・詰め合わせ,30474,13.98%,2678
モモ,28959,13.28%,4156
手羽,20991,9.63%,1791
ムネ,18446,8.46%,2170
ささみ,7646,3.51%,1237
軟骨,4339,1.99%,601
カワ,3753,1.72%,806
レバー,2178,1.00%,508
砂肝・筋胃,1803,0.83%,520
ハツ,565,0.26%,169
