ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お会計票,7052,44.90%,781
その他,3457,22.01%,765
納品書,2522,16.06%,366
領収証,1509,9.61%,766
請求書,610,3.89%,177
カーボン紙,206,1.31%,150
入金伝票,139,0.89%,142
出金伝票,77,0.49%,122
帳簿,74,0.47%,107
見積書,59,0.38%,98
