ジャンル名,売上指数（千円）,シェア,商品ランク入り数
だし,244237,16.26%,25898
油,219223,14.59%,22931
しお,111519,7.42%,18765
砂糖・甘味料,101198,6.74%,15317
スパイス,91530,6.09%,24805
しょうゆ,89663,5.97%,21312
酢,85052,5.66%,11199
ソース・たれ,68652,4.57%,21483
セット・詰め合わせ,55496,3.69%,3340
みそ,53647,3.57%,15139
ふりかけ,52680,3.51%,13817
その他,44973,2.99%,8415
ドレッシング,34216,2.28%,10114
麹,33353,2.22%,4123
めんつゆ,33134,2.21%,8309
料理の素,29771,1.98%,9205
みりん,24944,1.66%,2968
中華調味料,20542,1.37%,5906
ミックススパイス・混合調味料,19488,1.30%,5676
ポン酢,17895,1.19%,4804
アジアン・エスニック調味料,10935,0.73%,2619
マヨネーズ,9733,0.65%,2642
ハーブ,7599,0.51%,3206
韓国調味料,6977,0.46%,2720
料理酒,6558,0.44%,1061
ケチャップ,6357,0.42%,2047
酒粕,5658,0.38%,1204
ラーメンスープ,4532,0.30%,1797
わさび,4065,0.27%,1563
からし・マスタード,3682,0.25%,1650
ラード,3040,0.20%,274
生わさび,1876,0.12%,384
