ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,10413,28.74%,2201
山芋・自然薯,7815,21.57%,867
菊芋,3413,9.42%,375
ブロッコリー,2870,7.92%,660
れんこん,2053,5.67%,627
銀杏,1948,5.38%,252
たけのこ,1389,3.83%,252
カリフラワー,1047,2.89%,149
小松菜,774,2.14%,279
明日葉,762,2.10%,112
オクラ,712,1.97%,253
ゴーヤー,568,1.57%,145
セロリ,534,1.47%,109
大葉・しそ,457,1.26%,132
ピーマン,417,1.15%,213
かぶ,270,0.75%,57
パセリ,192,0.53%,56
ヤーコン,159,0.44%,33
行者にんにく,127,0.35%,41
エシャロット,108,0.30%,34
ルッコラ,56,0.15%,13
春菊,56,0.15%,41
パクチー・コリアンダー,55,0.15%,29
水菜,30,0.08%,26
