ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,28129,73.34%,1737
小粒納豆,3753,9.79%,538
ひきわり納豆,2285,5.96%,398
大粒納豆,1599,4.17%,374
ワラ納豆,1214,3.16%,213
極小粒納豆,926,2.41%,148
黒豆納豆,227,0.59%,70
中粒納豆,221,0.58%,66
