ジャンル名,売上指数（千円）,シェア,商品ランク入り数
手用歯ブラシ,385794,83.14%,24590
電子歯ブラシ・イオン歯ブラシ,28937,6.24%,3706
ワンタフトブラシ,25906,5.58%,2512
その他,17656,3.80%,5931
360度歯ブラシ,3482,0.75%,505
矯正用ブラシ,2266,0.49%,444
