ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,89287,16.87%,15423
にんにく,74644,14.10%,6243
とうもろこし,58233,11.00%,4200
サツマイモ,44569,8.42%,3601
その他野菜,34470,6.51%,7740
たまねぎ,31879,6.02%,3215
きのこ,25736,4.86%,4372
セット・詰め合わせ,24480,4.62%,2627
トマト,19450,3.67%,3082
アスパラガス,19173,3.62%,1692
生姜,17651,3.33%,1916
ジャガイモ,15543,2.94%,2210
にんじん,12541,2.37%,1469
カット野菜,12533,2.37%,1563
らっきょう,10652,2.01%,1206
その他,9369,1.77%,2041
山菜,7483,1.41%,1177
かぼちゃ,4564,0.86%,809
ねぎ,3408,0.64%,937
ごぼう,2781,0.53%,748
ほうれん草,2501,0.47%,625
ナス,2009,0.38%,575
水煮野菜,1571,0.30%,337
キャベツ,1558,0.29%,565
キュウリ,977,0.18%,304
大根,931,0.18%,465
レタス,523,0.10%,259
里芋,414,0.08%,204
白菜,304,0.06%,192
ニラ,135,0.03%,156
