ジャンル名,売上指数（千円）,シェア,商品ランク入り数
パルミジャーノ・レッジャーノ,6985,65.07%,586
その他,2407,22.42%,389
ペコリーノ・ロマーノ,880,8.20%,122
コンテ,286,2.67%,63
チェダー,119,1.11%,27
エメンタール,56,0.53%,15
