ジャンル名,売上指数（千円）,シェア,商品ランク入り数
だし,229862,16.58%,26277
油,205065,14.79%,24310
砂糖・甘味料,99717,7.19%,14477
しお,93856,6.77%,17283
スパイス,93074,6.71%,26305
ソース・たれ,83983,6.06%,22040
しょうゆ,82751,5.97%,20763
酢,60061,4.33%,9613
みそ,52790,3.81%,15098
ふりかけ,51454,3.71%,13363
その他,41961,3.03%,8883
セット・詰め合わせ,40605,2.93%,2830
料理の素,36688,2.65%,11646
ドレッシング,28242,2.04%,9087
麹,23725,1.71%,3558
めんつゆ,23444,1.69%,6471
ポン酢,19100,1.38%,4984
ミックススパイス・混合調味料,18714,1.35%,5847
中華調味料,17937,1.29%,5743
みりん,17265,1.25%,2805
マヨネーズ,9219,0.67%,2379
アジアン・エスニック調味料,9085,0.66%,2532
韓国調味料,7775,0.56%,3028
ケチャップ,6453,0.47%,1940
わさび,5632,0.41%,1643
ハーブ,5613,0.40%,2621
料理酒,5111,0.37%,1011
酒粕,5090,0.37%,1023
ラーメンスープ,4517,0.33%,1496
からし・マスタード,3346,0.24%,1597
ラード,2426,0.18%,261
生わさび,1635,0.12%,373
