ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゲルマニウムネックレス,1374,32.22%,163
ゲルマニウムブレスレット,793,18.59%,151
ゲルマニウムシール,756,17.73%,160
その他,754,17.68%,107
ゲルマニウム温浴ボール,587,13.77%,94
ゲルマニウムリング,0,0.00%,93
