ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1651184,21.09%,146355
水・炭酸水,1589837,20.31%,27000
コーヒー,1514654,19.35%,89754
炭酸飲料,995787,12.72%,27000
野菜・果実飲料,948570,12.12%,27000
スポーツドリンク,409159,5.23%,20187
その他,126006,1.61%,10979
乳酸菌飲料,111784,1.43%,10195
お酢飲料,107145,1.37%,10432
植物性ミルク,106098,1.36%,11951
甘酒,72289,0.92%,7610
希釈用ドリンク,60273,0.77%,5378
ゼリー飲料,55683,0.71%,5976
牛乳,27837,0.36%,2524
スムージー,27836,0.36%,1756
ココア・チョコレートドリンク,10901,0.14%,2341
生姜湯,5194,0.07%,444
フルーツ入り乳飲料,4849,0.06%,622
柚子茶,2650,0.03%,139
中国茶(1703削除),3,0.00%,0
