ジャンル名,売上指数（千円）,シェア,商品ランク入り数
みかん,433275,45.28%,23935
りんご,101276,10.59%,6504
いちご,72578,7.59%,6040
セット・詰め合わせ,58393,6.10%,3403
さくらんぼ,54917,5.74%,2359
マンゴー,24578,2.57%,1583
その他,20501,2.14%,3293
レモン,20388,2.13%,2943
オレンジ,19907,2.08%,2360
メロン,19673,2.06%,1553
ブルーベリー,19249,2.01%,1180
柿,14008,1.46%,1236
梅,11482,1.20%,1165
アボカド,9549,1.00%,353
グレープフルーツ,9238,0.97%,939
スイカ,7744,0.81%,695
パイナップル,7368,0.77%,1000
じゃばら,6938,0.73%,421
ザクロ,6282,0.66%,330
栗,5862,0.61%,650
キウイフルーツ,5717,0.60%,868
桃,4141,0.43%,588
バナナ,3693,0.39%,623
びわ,3010,0.31%,349
ライチ,2858,0.30%,323
ブドウ,2502,0.26%,334
和梨,1807,0.19%,246
あんず,1718,0.18%,299
すだち,1429,0.15%,132
ドリアン,1123,0.12%,168
ドラゴンフルーツ,1054,0.11%,173
パッションフルーツ,983,0.10%,146
パパイヤ,877,0.09%,196
イチジク,801,0.08%,214
ゆず,637,0.07%,164
プラム,410,0.04%,177
マンゴスチン,361,0.04%,106
洋梨,237,0.02%,224
かぼす,165,0.02%,112
ミラクルフルーツ,54,0.01%,93
