ジャンル名,売上指数（千円）,シェア,商品ランク入り数
筆記具,826090,33.23%,181991
手帳・ノート・紙製品,542574,21.82%,180917
その他,169980,6.84%,27393
ギフトラッピング用品,146990,5.91%,79888
画材,125760,5.06%,32715
写真整理用品,96647,3.89%,15177
ファイル・バインダー,88151,3.55%,33698
机上収納・整理用品,86550,3.48%,18274
ラベル・ステッカー,74070,2.98%,35784
プレゼンテーション用品,64527,2.60%,9312
書道用具,52802,2.12%,14992
はさみ・裁断用品,47923,1.93%,11955
セロハンテープ・のり・接着剤,38603,1.55%,17302
ブックカバー,34060,1.37%,7575
製図用品,15469,0.62%,7947
クリップ・結束用具,12576,0.51%,9164
マグネットシート,10302,0.41%,1455
ホッチキス・穴あきパンチ,9898,0.40%,4372
名札,8022,0.32%,3565
マグネット,7748,0.31%,4624
紙幣計数機・コインカウンタ,6084,0.24%,327
画鋲・ピン,5351,0.22%,1734
製本機,3545,0.14%,1194
ブックマーク・しおり,3114,0.13%,1871
下敷き,2756,0.11%,2466
チェックライター・ナンバーリング,2744,0.11%,281
紙めくり・事務用スポンジ,2102,0.08%,1598
タスキ・腕章,817,0.03%,186
レタースケール,801,0.03%,173
