ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,91349,42.58%,1818
その他,25027,11.66%,3451
位牌,23611,11.00%,1466
りん,13469,6.28%,1317
具足・仏具セット,13158,6.13%,1023
骨壷,10512,4.90%,1261
仏像,7165,3.34%,420
盆提灯,6176,2.88%,685
掛軸,4033,1.88%,615
経机,3383,1.58%,362
香炉,3123,1.46%,670
仏花,2225,1.04%,485
花立,2111,0.98%,484
線香立,1855,0.86%,751
具足,1423,0.66%,249
骨袋,1046,0.49%,335
経本,1027,0.48%,508
香炉灰・香炉石,953,0.44%,479
香道具,905,0.42%,228
仏具用お手入れ用品,640,0.30%,294
木魚,509,0.24%,62
香立て,395,0.18%,152
線香着火器,389,0.18%,188
水晶玉,74,0.03%,19
