ジャンル名,売上指数（千円）,シェア,商品ランク入り数
手帳,126638,58.11%,27890
システム手帳,44822,20.57%,4536
システム手帳リフィル,23044,10.57%,10905
その他,10243,4.70%,3146
家計簿・おこづかい帳,7632,3.50%,2158
日記帳,5533,2.54%,1269
