ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,109174,45.59%,2235
その他,21690,9.06%,3482
位牌,18617,7.77%,1311
盆提灯,17523,7.32%,1514
具足・仏具セット,14911,6.23%,1223
りん,11396,4.76%,1347
仏像,10292,4.30%,585
骨壷,9727,4.06%,1284
掛軸,4545,1.90%,675
香炉,3557,1.49%,627
仏花,3280,1.37%,627
経机,3211,1.34%,325
花立,2437,1.02%,487
線香立,1991,0.83%,760
具足,1466,0.61%,262
香道具,1145,0.48%,293
香炉灰・香炉石,916,0.38%,501
経本,866,0.36%,420
骨袋,738,0.31%,282
仏具用お手入れ用品,730,0.30%,321
木魚,376,0.16%,141
香立て,333,0.14%,145
線香着火器,304,0.13%,158
水晶玉,264,0.11%,168
