ジャンル名,売上指数（千円）,シェア,商品ランク入り数
だし,265837,18.76%,25398
油,213222,15.04%,22197
砂糖・甘味料,105173,7.42%,14355
しお,97245,6.86%,16915
しょうゆ,80038,5.65%,19360
スパイス,79835,5.63%,23885
ソース・たれ,68660,4.84%,20058
みそ,67258,4.75%,16138
酢,59935,4.23%,8794
ふりかけ,51641,3.64%,12736
麹,39249,2.77%,4105
その他,37756,2.66%,8256
セット・詰め合わせ,33177,2.34%,2824
料理の素,28052,1.98%,9621
ドレッシング,26009,1.84%,8230
みりん,22583,1.59%,2646
めんつゆ,21579,1.52%,5466
ポン酢,16844,1.19%,4158
ミックススパイス・混合調味料,16177,1.14%,5284
中華調味料,15801,1.11%,5235
酒粕,11002,0.78%,1822
マヨネーズ,9586,0.68%,2387
韓国調味料,8592,0.61%,3156
アジアン・エスニック調味料,7848,0.55%,2254
ハーブ,7250,0.51%,3337
料理酒,6328,0.45%,1000
ケチャップ,5706,0.40%,1807
ラーメンスープ,4169,0.29%,1500
わさび,3861,0.27%,1371
ラード,2555,0.18%,217
からし・マスタード,2551,0.18%,1407
生わさび,1819,0.13%,375
