ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,774318,40.87%,11152
入浴剤,269088,14.20%,26131
バスマット,126952,6.70%,11793
整理棚・ラック,113924,6.01%,10286
ソープボトル・シャンプーボトル,105308,5.56%,9854
その他,87363,4.61%,12604
椅子,79641,4.20%,5627
風呂ふた,70886,3.74%,5239
自動ソープディスペンサー,67503,3.56%,2378
タオルハンガー,53252,2.81%,6339
サウナハット,23675,1.25%,1266
洗面器・風呂桶,22562,1.19%,3078
ボディタオル,22069,1.16%,6958
バス保温器,14703,0.78%,315
セット,13378,0.71%,950
浴槽・浴室内マット,12377,0.65%,1582
石けんケース・石けん台,10925,0.58%,3252
ボディスポンジ,8580,0.45%,2454
ボディブラシ,5903,0.31%,1722
シャワーヘッドホルダー・シャワーフック,4103,0.22%,840
シャワーカーテン,3583,0.19%,1073
バスピロー,2170,0.11%,435
バスブーツ,1056,0.06%,273
泡立てネット,703,0.04%,373
軽石,636,0.03%,343
