ジャンル名,売上指数（千円）,シェア,商品ランク入り数
油,270668,18.23%,25610
だし,223892,15.08%,25525
砂糖・甘味料,102137,6.88%,15132
酢,101465,6.83%,11813
しお,93210,6.28%,17274
しょうゆ,83130,5.60%,20709
スパイス,80512,5.42%,24232
ソース・たれ,65378,4.40%,21097
ふりかけ,51977,3.50%,13848
セット・詰め合わせ,51116,3.44%,3516
みそ,47014,3.17%,14387
その他,44328,2.99%,8488
ドレッシング,38638,2.60%,10812
料理の素,30989,2.09%,8414
麹,29663,2.00%,4015
めんつゆ,29501,1.99%,7675
ミックススパイス・混合調味料,19765,1.33%,5852
みりん,19656,1.32%,2829
中華調味料,17519,1.18%,5576
ポン酢,17419,1.17%,4514
マヨネーズ,10229,0.69%,2672
アジアン・エスニック調味料,8362,0.56%,2488
ハーブ,7081,0.48%,3143
韓国調味料,6964,0.47%,2741
ケチャップ,6103,0.41%,1909
料理酒,5379,0.36%,1036
酒粕,5357,0.36%,984
わさび,4797,0.32%,1617
からし・マスタード,4709,0.32%,1714
ラーメンスープ,4076,0.27%,1531
ラード,2102,0.14%,253
生わさび,1589,0.11%,381
