ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ハンガー,174107,28.04%,15743
その他,96707,15.57%,13231
かご・バスケット,71492,11.51%,12142
マガジンボックス・ファイルボックス,53341,8.59%,4357
突っ張り棒・突っ張り棚,43904,7.07%,5685
フック,40760,6.56%,12673
衣類収納ボックス,39720,6.40%,5334
布団圧縮袋,30524,4.92%,2103
布団収納ケース,20196,3.25%,2525
衣類圧縮袋,16515,2.66%,2245
ウォールポケット,12763,2.06%,2493
マグネットラック,12421,2.00%,2005
有孔ボード・ペグボード,7816,1.26%,1271
レターホルダー,673,0.11%,238
