ジャンル名,売上指数（千円）,シェア,商品ランク入り数
封筒,29070,48.04%,6978
グリーティングカード,14373,23.75%,9410
私製はがき・絵はがき,6941,11.47%,6117
レターセット,6923,11.44%,4937
便箋,3201,5.29%,2328
