ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ハンガー,135058,29.00%,16691
その他,79764,17.13%,12989
かご・バスケット,56838,12.20%,11750
突っ張り棒・突っ張り棚,44200,9.49%,6335
フック,34471,7.40%,12488
マガジンボックス・ファイルボックス,32989,7.08%,4654
衣類収納ボックス,28782,6.18%,5202
マグネットラック,10743,2.31%,2120
衣類圧縮袋,9610,2.06%,2063
布団圧縮袋,9532,2.05%,1544
布団収納ケース,9214,1.98%,1991
ウォールポケット,8112,1.74%,2113
有孔ボード・ペグボード,5617,1.21%,1182
レターホルダー,779,0.17%,267
