ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,108134,30.10%,31000
リボン,28181,7.84%,22415
ひも,24581,6.84%,14268
手芸用テープ,24064,6.70%,15525
ファスナー,21885,6.09%,13741
その他,21094,5.87%,10534
ボタン,18867,5.25%,15858
ミシン糸,16794,4.67%,9174
レース,15444,4.30%,14342
ネームシール,14745,4.10%,3535
接着テープ・接着芯,11363,3.16%,4785
持ち手・ハンドル,6482,1.80%,2562
口金,6167,1.72%,3208
ゴム,5857,1.63%,4224
芯地,5654,1.57%,1795
手縫い糸,5192,1.45%,3713
ホック,5015,1.40%,2796
型紙・パターン,4921,1.37%,3126
面ファスナー,4676,1.30%,1631
ブレード,3038,0.85%,2725
バックル,2950,0.82%,2625
チェーン,1346,0.37%,1017
裏地,1095,0.30%,565
スパンコール,1022,0.28%,1273
マラボー,399,0.11%,74
肩パット,270,0.08%,140
