ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,88291,21.95%,11214
防災セット・非常用持ちだし袋,55088,13.69%,2363
その他,42554,10.58%,4181
火災警報器・ガス警報器,36034,8.96%,3022
簡易トイレ,34340,8.54%,2618
消火器,19436,4.83%,1631
懐中電灯,17583,4.37%,3748
家具転倒防止用品,15424,3.83%,3470
携帯用浄水器,14853,3.69%,715
保存水,12885,3.20%,1284
応急手当用品,11727,2.91%,1235
防災ラジオ,8580,2.13%,828
メガホン・拡声器,8131,2.02%,670
土嚢,5992,1.49%,521
給水用品,5171,1.29%,1145
携帯トイレ,5086,1.26%,1036
避難はしご,4861,1.21%,305
防災ヘルメット,3735,0.93%,505
簡易毛布・寝袋,2710,0.67%,711
ガソリン缶,2553,0.63%,334
固形燃料,1807,0.45%,410
防災頭巾,1562,0.39%,515
担架,1386,0.34%,142
笛・ホイッスル,961,0.24%,448
発熱・加熱剤,674,0.17%,276
放射能測定器・ガイガーカウンター,588,0.15%,106
防災用ストーブ,299,0.07%,100
