ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,105713,22.05%,11926
火災警報器・ガス警報器,61209,12.76%,4255
防災セット・非常用持ちだし袋,51066,10.65%,2348
その他,49107,10.24%,4412
簡易トイレ,37284,7.78%,2957
懐中電灯,24916,5.20%,4750
消火器,23088,4.81%,1907
携帯用浄水器,15397,3.21%,596
家具転倒防止用品,15286,3.19%,3595
保存水,13368,2.79%,1244
メガホン・拡声器,10721,2.24%,907
防災ラジオ,10456,2.18%,939
給水用品,7348,1.53%,1391
固形燃料,7108,1.48%,838
応急手当用品,6753,1.41%,1059
簡易毛布・寝袋,6411,1.34%,1233
携帯トイレ,5754,1.20%,1035
避難はしご,5508,1.15%,355
土嚢,5288,1.10%,400
防災ヘルメット,5184,1.08%,604
防災用ストーブ,2712,0.57%,128
ガソリン缶,2589,0.54%,373
担架,2034,0.42%,143
放射能測定器・ガイガーカウンター,1981,0.41%,129
笛・ホイッスル,1289,0.27%,522
発熱・加熱剤,1066,0.22%,317
防災頭巾,893,0.19%,269
