ジャンル名,売上指数（千円）,シェア,商品ランク入り数
骨盤用,79760,35.72%,2153
その他,51656,23.13%,9268
腰用,29016,12.99%,3513
膝用,27543,12.33%,4327
背筋用,23969,10.73%,2380
外反母趾用,11363,5.09%,3614
