ジャンル名,売上指数（千円）,シェア,商品ランク入り数
水産物加工品,68542,43.45%,11747
セット・詰め合わせ,41404,26.25%,2707
肉加工品,20265,12.85%,2844
惣菜,10599,6.72%,1603
フルーツ・果物,10474,6.64%,2795
野菜・きのこ,6449,4.09%,1961
