ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,113979,50.23%,2321
その他,21228,9.35%,3329
位牌,21016,9.26%,1480
具足・仏具セット,13731,6.05%,1142
りん,12068,5.32%,1366
骨壷,10299,4.54%,1332
仏像,7832,3.45%,473
掛軸,4389,1.93%,679
経机,3034,1.34%,316
仏花,2956,1.30%,558
香炉,2858,1.26%,640
花立,2276,1.00%,504
線香立,2079,0.92%,799
盆提灯,1979,0.87%,273
具足,1476,0.65%,257
仏具用お手入れ用品,999,0.44%,369
骨袋,894,0.39%,351
経本,796,0.35%,364
香炉灰・香炉石,793,0.35%,464
香道具,737,0.32%,243
木魚,615,0.27%,149
線香着火器,334,0.15%,212
香立て,295,0.13%,145
水晶玉,273,0.12%,155
