ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,120087,22.38%,12149
防災セット・非常用持ちだし袋,61699,11.50%,2431
火災警報器・ガス警報器,56472,10.53%,3555
簡易トイレ,41903,7.81%,2678
その他,39170,7.30%,3897
消火器,30034,5.60%,1828
懐中電灯,26922,5.02%,4064
防災ヘルメット,25467,4.75%,1205
家具転倒防止用品,22135,4.13%,4067
保存水,17366,3.24%,1359
メガホン・拡声器,14772,2.75%,932
携帯用浄水器,14746,2.75%,566
防災ラジオ,10798,2.01%,833
応急手当用品,7541,1.41%,1084
携帯トイレ,6778,1.26%,1099
防災頭巾,6249,1.16%,1201
避難はしご,5900,1.10%,364
給水用品,5645,1.05%,1039
土嚢,5430,1.01%,361
固形燃料,4426,0.82%,608
簡易毛布・寝袋,4158,0.78%,857
ガソリン缶,2862,0.53%,349
笛・ホイッスル,1793,0.33%,648
放射能測定器・ガイガーカウンター,1693,0.32%,137
担架,1443,0.27%,162
発熱・加熱剤,786,0.15%,257
防災用ストーブ,254,0.05%,126
