ジャンル名,売上指数（千円）,シェア,商品ランク入り数
加工品,204554,12.32%,22350
貝類,186384,11.23%,15407
サバ,174253,10.49%,3824
セット・詰め合わせ,155483,9.36%,9811
カニ,145404,8.76%,6459
魚卵,131854,7.94%,11484
イカ,111675,6.73%,10786
エビ,95699,5.76%,7172
サケ,93723,5.64%,8198
マグロ,88922,5.36%,4934
海藻類,59706,3.60%,10636
その他水産物,42838,2.58%,8284
ウニ,34032,2.05%,2162
カツオ,18284,1.10%,1885
タイ,18129,1.09%,1940
ホッケ,16834,1.01%,901
フグ,15525,0.94%,1475
イワシ,12343,0.74%,2560
アジ,11496,0.69%,1336
タコ,10108,0.61%,1645
その他,9175,0.55%,1527
ブリ,6913,0.42%,570
タラ,4744,0.29%,1017
生ちりめん・生しらす,4707,0.28%,733
シシャモ,3966,0.24%,387
サンマ,3630,0.22%,437
