ジャンル名,売上指数（千円）,シェア,商品ランク入り数
かつおだし,83951,28.59%,6579
その他,69736,23.75%,8719
こんぶだし,46196,15.74%,1815
あわせだし,40068,13.65%,4225
あごだし,37631,12.82%,3399
ブイヨン・コンソメ,16004,5.45%,2751
