ジャンル名,売上指数（千円）,シェア,商品ランク入り数
はちみつ,256614,51.97%,14361
マヌカハニー,233845,47.36%,5856
巣蜜・コムハニー,2841,0.58%,346
ナッツのはちみつ漬け,494,0.10%,112
