ジャンル名,売上指数（千円）,シェア,商品ランク入り数
赤身,88457,56.51%,2661
セット・詰め合わせ,49128,31.39%,1536
霜降り,8853,5.66%,443
レバー,4742,3.03%,299
その他,3761,2.40%,636
タテガミ,1010,0.65%,189
ハツ,384,0.25%,147
モツ,159,0.10%,123
タン,34,0.02%,96
