ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ホワイトボード,37917,52.60%,2564
掲示板・コルクボード,9103,12.63%,878
黒板,5990,8.31%,906
レーザーポインター・指示棒,5951,8.25%,686
その他,3195,4.43%,809
パネル,2894,4.02%,308
ホワイトボードマーカー,2734,3.79%,1473
チョーク,1589,2.20%,591
コピーボード・電子黒板,1060,1.47%,137
スケジュールボード,934,1.30%,186
ホワイトボード用イレーザー,466,0.65%,228
黒板消し,252,0.35%,78
