ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,33102,13.85%,24394
リボン,27252,11.40%,18654
ひも,20907,8.74%,11273
ファスナー,19985,8.36%,12810
手芸用テープ,19585,8.19%,12302
ボタン,18099,7.57%,14425
その他,15795,6.61%,8709
レース,14070,5.89%,12003
ミシン糸,12236,5.12%,7168
接着テープ・接着芯,8718,3.65%,3847
ゴム,5593,2.34%,3634
持ち手・ハンドル,5529,2.31%,2324
ホック,4899,2.05%,2605
芯地,4804,2.01%,1439
口金,4774,2.00%,2694
型紙・パターン,4525,1.89%,2652
面ファスナー,4231,1.77%,1494
手縫い糸,3829,1.60%,3043
バックル,2467,1.03%,2058
ブレード,2465,1.03%,2097
ネームシール,1560,0.65%,962
裏地,1528,0.64%,652
スパンコール,1302,0.54%,1526
チェーン,1168,0.49%,892
マラボー,414,0.17%,127
肩パット,239,0.10%,155
