ジャンル名,売上指数（千円）,シェア,商品ランク入り数
筆記具,396625,24.21%,130889
手帳・ノート・紙製品,239775,14.63%,101080
画材,161670,9.87%,31478
ファイル・バインダー,99473,6.07%,34221
ギフトラッピング用品,98386,6.01%,59760
その他,88873,5.42%,16389
机上収納・整理用品,78583,4.80%,16411
ラベル・ステッカー,75987,4.64%,38504
書道用具,74623,4.55%,12894
プレゼンテーション用品,63488,3.88%,8963
写真整理用品,56937,3.48%,10697
はさみ・裁断用品,43343,2.65%,11295
セロハンテープ・のり・接着剤,35041,2.14%,14600
ブックカバー,24201,1.48%,6417
クリップ・結束用具,16959,1.04%,9187
製図用品,14388,0.88%,6476
名札,12864,0.79%,5126
ホッチキス・穴あきパンチ,10808,0.66%,4020
マグネットシート,9344,0.57%,1564
紙幣計数機・コインカウンタ,9168,0.56%,437
マグネット,7716,0.47%,4208
ブックマーク・しおり,4777,0.29%,2039
画鋲・ピン,4391,0.27%,1245
製本機,2814,0.17%,788
下敷き,2672,0.16%,2003
チェックライター・ナンバーリング,2546,0.16%,601
紙めくり・事務用スポンジ,1707,0.10%,1234
タスキ・腕章,913,0.06%,256
レタースケール,300,0.02%,64
