ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゴム手袋・ビニール手袋,69708,73.18%,13639
その他,12100,12.70%,3041
軍手,7867,8.26%,2420
皮手袋,5576,5.85%,1330
