ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,107030,48.37%,2137
位牌,20472,9.25%,1293
その他,19862,8.98%,3424
りん,17662,7.98%,1288
具足・仏具セット,13534,6.12%,1130
骨壷,9233,4.17%,1061
仏像,6465,2.92%,421
掛軸,4268,1.93%,576
香炉,3237,1.46%,598
経机,3059,1.38%,275
仏花,2980,1.35%,557
線香立,2132,0.96%,745
花立,1967,0.89%,410
具足,1798,0.81%,224
盆提灯,1696,0.77%,213
仏具用お手入れ用品,1092,0.49%,334
香炉灰・香炉石,962,0.43%,486
香道具,871,0.39%,271
骨袋,779,0.35%,260
経本,681,0.31%,348
香立て,518,0.23%,168
木魚,421,0.19%,43
線香着火器,294,0.13%,153
水晶玉,266,0.12%,61
