ジャンル名,売上指数（千円）,シェア,商品ランク入り数
キーホルダー,10751,40.66%,4285
その他,10639,40.24%,4476
携帯ストラップ,3064,11.59%,1230
指輪,846,3.20%,468
ペンダント・ネックレス,797,3.01%,566
ブレスレット,344,1.30%,250
