ジャンル名,売上指数（千円）,シェア,商品ランク入り数
リボン,19998,11.60%,18270
ワッペン・アップリケ,19315,11.21%,18665
手芸用テープ,15198,8.82%,11511
その他,14786,8.58%,8531
ひも,13281,7.71%,8130
ファスナー,11489,6.67%,8368
ボタン,10559,6.13%,9739
ミシン糸,10396,6.03%,7227
レース,9341,5.42%,10771
接着テープ・接着芯,7527,4.37%,3645
持ち手・ハンドル,6280,3.64%,2703
ゴム,5419,3.14%,3746
口金,4421,2.56%,2559
ホック,3764,2.18%,2316
面ファスナー,3589,2.08%,1287
芯地,3570,2.07%,1234
型紙・パターン,2686,1.56%,2156
手縫い糸,2589,1.50%,2527
ブレード,2150,1.25%,1731
バックル,2072,1.20%,2017
スパンコール,1083,0.63%,1665
チェーン,1082,0.63%,1033
ネームシール,1008,0.58%,678
裏地,424,0.25%,286
マラボー,202,0.12%,143
肩パット,137,0.08%,165
