ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,1930472,23.24%,37756
その他,1334437,16.07%,30869
ビタミン,844926,10.17%,41923
植物性エキス,689116,8.30%,48686
ファイトケミカル,683998,8.24%,15345
アミノ酸,585786,7.05%,23853
ミネラル,400224,4.82%,27512
プロバイオティクス,330232,3.98%,13366
脂肪酸・オイル,218432,2.63%,10867
コラーゲン,212817,2.56%,11837
酵素,209865,2.53%,11352
食物繊維,189699,2.28%,8465
ビタミン・ミネラル混合,124791,1.50%,3653
グルコサミン・コンドロイチン,84041,1.01%,4301
動物性エキス,75831,0.91%,4631
プラセンタ,73851,0.89%,3698
ラクトフェリン,63620,0.77%,1190
ヒアルロン酸,53175,0.64%,1598
クエン酸,48839,0.59%,3625
オリゴ糖,36229,0.44%,2841
動植物性混合エキス,29098,0.35%,1263
ローヤルゼリー,26841,0.32%,1249
プロポリス,26511,0.32%,2436
ミドリムシ,22529,0.27%,770
核酸,9620,0.12%,333
