ジャンル名,売上指数（千円）,シェア,商品ランク入り数
カニ,751462,40.69%,11757
魚卵,156141,8.46%,13267
貝類,155104,8.40%,13974
加工品,135727,7.35%,20726
セット・詰め合わせ,99250,5.37%,8480
エビ,85930,4.65%,6494
サケ,79709,4.32%,8086
イカ,67811,3.67%,9168
マグロ,61049,3.31%,4517
フグ,40153,2.17%,2577
海藻類,39937,2.16%,8670
その他水産物,36578,1.98%,8438
サバ,25780,1.40%,3639
ウニ,20299,1.10%,1856
タイ,19335,1.05%,1669
サンマ,12480,0.68%,1081
カツオ,12155,0.66%,1711
その他,9007,0.49%,1500
ブリ,8807,0.48%,597
イワシ,7497,0.41%,2225
タコ,6879,0.37%,1488
ホッケ,4366,0.24%,878
アジ,4210,0.23%,1148
タラ,3883,0.21%,1011
生ちりめん・生しらす,1771,0.10%,449
シシャモ,1401,0.08%,361
