ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゴルゴンゾーラ,1755,67.18%,303
その他,641,24.55%,157
ロックフォール,122,4.68%,29
スティルトン,63,2.41%,21
フルムダンベール,31,1.19%,8
